Fuel Type Code,Station Name,City,State,ZIP,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,,,,
ELEC,DC CORRIDOR PAC SCI DC2,Seattle,WA,98109,Public,,,1,,,,
ELEC,UWMC SURGERY STATION 1,Seattle,WA,98195,Public,,2,,,,,
ELEC,BMGF EV STATION 01,Seattle,WA,98109,Public,,2,,,,,
ELEC,ISD411 ADMIN CENTER 2,Issaquah,WA,98029,Public,,2,,,,,
ELEC,INSIGNIA 953 190 191N,Seattle,WA,98121,Public,,2,,,,,
ELEC,INSIGNIA 953 230 231 N,Seattle,WA,98121,Public,,2,,,,,
ELEC,UNIVERSITYPLACE UP CH #1,University Place,WA,98466,Public,,2,,,,,
ELEC,CLOVER PARK TEC BUILDING 24 #2,Lakewood,WA,98499,Public,,2,,,,,
ELEC,CLOVER PARK TEC BUILDING 5,Lakewood,WA,98499,Public,,2,,,,,
ELEC,TACOMA PARKS EASTSIDE #1,Tacoma,WA,98404,Public,,1,,,,,
ELEC,JLR BELLEVUE SHOP 01,Bellevue,WA,98005,Public,,1,,,,,
ELEC,VANPOOLS ONLY TPU HQ #4,Tacoma,WA,98409,Public,,2,,,,,
ELEC,TPU TPU HQ #5,Tacoma,WA,98409,Public,,2,,,,,
ELEC,PACIFIC LUTH U STATION 1,Tacoma,WA,98447,Public,,2,,,,,
ELEC,SIA ECO 3,Spokane,WA,99224,Public,,2,,,,,
ELEC,SIA ECO 1,Spokane,WA,99224,Public,,2,,,,,
ELEC,TPU TPU OLD TOWN #1,Tacoma,WA,98403,Public,,2,,,,,
ELEC,T-MOBILE PARK ICHIRO,Seattle,WA,98134,Public,,1,,,,,
ELEC,T-MOBILE PARK FELIX,Seattle,WA,98134,Public,,1,,,,,
ELEC,T-MOBILE PARK EDGAR,Seattle,WA,98134,Public,,1,,,,,
ELEC,SKAGITYMCA TWO,Mount Vernon,WA,98273,Public,,2,,,,,
ELEC,SKAGITYMCA THREE,Mount Vernon,WA,98273,Public,,2,,,,,
ELEC,LINCOLN SQUARE LS NORTH DUAL 3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINCOLN SQUARE LS NORTH DUAL 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINCOLN SQUARE LS NORTH DUAL 1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,188 BLAINE ATRIUM2,Seattle,WA,98102,Public,,2,,,,,
ELEC,BELLEVUE PLACE BELL PLACE #1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,DAY 1 SEA 29 P3 003,Seattle,WA,98109,Public,,1,,,,,
ELEC,DAY 1 SEA29 P3 004,Seattle,WA,98109,Public,,1,,,,,
ELEC,DAY 1 SEA29 P3 002,Seattle,WA,98109,Public,,1,,,,,
ELEC,DAY 1 SEA29 P3 001,Seattle,WA,98109,Public,,1,,,,,
ELEC,BELLEVUE SQUARE BELL SQ WEST 5,Bellevue,WA,98004,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ WEST #1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,VALLEY MED CTR NE GARAGE #3,Renton,WA,98055,Public,,2,,,,,
ELEC,VALLEY MED CTR NE GARAGE #1,Renton,WA,98055,Public,,2,,,,,
ELEC,HOFM SHOP 01,Marysville,WA,98271,Public,,1,,,,,
ELEC,PERMANENTE KP PUYALLUP #2,Puyallup,WA,98374,Public,,2,,,,,
ELEC,GROUPHEALTH PYP KP PUYALLUP #5,Puyallup,WA,98374,Public,,2,,,,,
ELEC,PERMANENTE KPP #1,Puyallup,WA,98374,Public,,2,,,,,
ELEC,DAY 1 REINVENT6,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT2,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT10,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT4,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT3,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT8,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT9,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT1,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 REINVENT7,Seattle,WA,98121,Public,,2,,,,,
ELEC,CBRE1 URBAN COM #2,Kirkland,WA,98033,Public,,2,,,,,
ELEC,CBRE1 URBAN COM #3,Kirkland,WA,98033,Public,,2,,,,,
ELEC,CBRE1 URBAN COM #4,Kirkland,WA,98033,Public,,2,,,,,
ELEC,CBRE1 URBAN COM #5,Kirkland,WA,98033,Public,,2,,,,,
ELEC,CENTER PLAZA FEDERAL WAY 2,Federal Way,WA,98003,Public,,1,,,,,
ELEC,CENTER PLAZA FEDERAL WAY 1,Federal Way,WA,98003,Public,,2,,,,,
ELEC,SCH CURE P2 #3,Seattle,WA,98101,Public,,2,,,,,
ELEC,SCH CURE P2 #4,Seattle,WA,98101,Public,,2,,,,,
ELEC,SCH CURE P3 #2,Seattle,WA,98101,Public,,2,,,,,
ELEC,SCH CURE P3 #1,Seattle,WA,98101,Public,,2,,,,,
ELEC,COMMUNITY HOUSE COMMUNITY #1,Tacoma,WA,98405,Public,,1,,,,,
ELEC,COMMUNITY HOUSE COMMUNITY #3,Tacoma,WA,98405,Public,,1,,,,,
ELEC,UDR CHARGER 1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,UDR CHARGER 3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,SEHOME HS SEHOME HIGH #2,Bellingham,WA,98225,Public,,2,,,,,
ELEC,DUAL EV STATION 3,Seattle,WA,98105,Public,,2,,,,,
ELEC,DUAL EV STATION 4,Seattle,WA,98105,Public,,2,,,,,
ELEC,DUAL EV STATION 2,Seattle,WA,98105,Public,,2,,,,,
ELEC,DUAL EV STATION 1,Seattle,WA,98105,Public,,2,,,,,
ELEC,THURSTON COUNTY COURTHOUSE 2,Olympia,WA,98502,Public,,2,,,,,
ELEC,CCB CCB 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,EVERETT YMCA EVERETT YMCA #2,Everett,WA,98203,Public,,2,,,,,
ELEC,EVERETT YMCA EVERETT YMCA #1,Everett,WA,98203,Public,,2,,,,,
ELEC,EVERETT YMCA EVERETT YMCA #4,Everett,WA,98203,Public,,1,,,,,
ELEC,DAY 1 NITRO4,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 NITRO3,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 NITRO6,Seattle,WA,98121,Public,,2,,,,,
ELEC,DAY 1 NITRO7,Seattle,WA,98121,Public,,1,,,,,
ELEC,DAY 1 NITRO2,Seattle,WA,98121,Public,,1,,,,,
ELEC,DAY 1 NITRO5,Seattle,WA,98121,Public,,2,,,,,
ELEC,CAPITAL GATEWAY STATION 4,Olympia,WA,98501,Public,,1,,,,,
ELEC,CAPITAL GATEWAY STATION 3,Olympia,WA,98501,Public,,1,,,,,
ELEC,CAPITAL GATEWAY STATION 1,Olympia,WA,98501,Public,,1,,,,,
ELEC,CAPITAL GATEWAY STATION 2,Olympia,WA,98501,Public,,1,,,,,
ELEC,CAPITAL GATEWAY STATION 8,Olympia,WA,98501,Public,,1,,,,,
ELEC,CPU EC 1,Vancouver,WA,98663,Public,,1,,,,,
ELEC,CPU OPS 1,Vancouver,WA,98662,Public,,1,,,,,
ELEC,PORT OF OLYMPIA WEST,Olympia,WA,98501,Public,,2,,,,,
ELEC,CAPITAL GATEWAY STATION 6,Olympia,WA,98501,Public,,1,,,,,
ELEC,HUDSON NRTHVIEW STATION 5,Lynnwood,WA,98036,Public,,2,,,,,
ELEC,HUDSON NRTHVIEW STATION 2,Lynnwood,WA,98036,Public,,2,,,,,
ELEC,HUDSON NRTHVIEW STATION 4,Lynnwood,WA,98036,Public,,2,,,,,
ELEC,BELLEFIELD MADRONA 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,STATION PARKING 1,Seattle,WA,98121,Public,,2,,,,,
ELEC,SUQ CLEARWATER CLEARWATER 2,Suquamish,WA,98392,Public,,2,,,,,
ELEC,202 WESTLAKE P2 STATION 01,Seattle,WA,98109,Public,,2,,,,,
ELEC,UPTOWN UPTOWN #1,Gig Harbor,WA,98335,Public,,2,,,,,
ELEC,KING COUNTY DOT GOAT HILL #6,Seattle,WA,98104,Public,,1,,,,,
ELEC,LYRIC APARTMENT THE LYRIC #3,Seattle,WA,98102,Public,,2,,,,,
ELEC,LYRIC APARTMENT LYRIC #1,Seattle,WA,98102,Public,,2,,,,,
ELEC,MADISON MARQUET STATION 2,Seattle,WA,98101,Public,,1,,,,,
ELEC,MADISON MARQUET STATION 7,Seattle,WA,98101,Public,,1,,,,,
ELEC,MADISON MARQUET STATION 5,Seattle,WA,98101,Public,,1,,,,,
ELEC,MADISON MARQUET STATION 4,Seattle,WA,98101,Public,,1,,,,,
ELEC,MADISON MARQUET STATION 1,Seattle,WA,98101,Public,,1,,,,,
ELEC,MADISON MARQUET STATION 3,Seattle,WA,98101,Public,,1,,,,,
ELEC,ISSAQUAH ZHOME #2,Issaquah,WA,98029,Public,1,1,,,,,
ELEC,SUQUAMISH MASI  SUQUAMISH MASI1,Poulsbo,WA,98370,Public,1,1,,,,,
ELEC,MOTORPOOL VISITOR CTR 1,Olympia,WA,98501,Public,,2,,,,,
ELEC,KOZ WEAVER WEAVER RD MIDDL,Snohomish,WA,98290,Public,,2,,,,,
ELEC,CI&S COUNTRY INN #2,SeaTac,WA,98188,Public,,2,,,,,
ELEC,CITY OF ZILLAH P&R SOUTH,Zillah,WA,98953,Public,,2,,,,,
ELEC,"BELLEVUECOLLEGE BC SSC,U BLDG3",Bellevue,WA,98007,Public,,2,,,,,
ELEC,KGIP BELL SOUTH STATION 5,Bellevue,WA,98114,Public,,2,,,,,
ELEC,KGIP BELL SOUTH STATION 4,Bellevue,WA,98114,Public,,2,,,,,
ELEC,KGIP BELL SOUTH STATION 3,Bellevue,WA,98114,Public,,2,,,,,
ELEC,KING COUNTY DOT KC AIRPORT 1,Seattle,WA,98108,Public,,2,,,,,
ELEC,KING COUNTY DOT KC FAUNTLEROY1,Seattle,WA,98136,Public,,2,,,,,
ELEC,KING COUNTY DOT TUKWILA 1,Tukwila,WA,98188,Public,,2,,,,,
ELEC,KING COUNTY DOT BELLEVUE # 2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KING COUNTY DOT SK P&R 2,Kirkland,WA,98033,Public,,2,,,,,
ELEC,KING COUNTY DOT SK P&R 3,Kirkland,WA,98033,Public,,1,,,,,
ELEC,KING COUNTY DOT ISSAQUAH P&R 7,Issaquah,WA,98029,Public,,2,,,,,
ELEC,KING COUNTY DOT ISSAQUAH P&R 4,Issaquah,WA,98029,Public,,2,,,,,
ELEC,KING COUNTY DOT ISSAQUAH P&R 3,Issaquah,WA,98029,Public,,2,,,,,
ELEC,INSIGNIA 953 146 147N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 228 229N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 192 193N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 152 153N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 226 227N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 186 187N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 232 233N,Seattle,WA,98164,Public,,2,,,,,
ELEC,INSIGNIA 953 154N,Seattle,WA,98164,Public,,1,,,,,
ELEC,INSIGNIA 953 234N,Seattle,WA,98164,Public,,1,,,,,
ELEC,INSIGNIA 953 185N,Seattle,WA,98164,Public,,1,,,,,
ELEC,INSIGNIA 953 194N,Seattle,WA,98164,Public,,1,,,,,
ELEC,INSIGNIA 953 225N,Seattle,WA,98164,Public,,1,,,,,
ELEC,INSIGNIA 953 143N,Seattle,WA,98104,Public,,1,,,,,
ELEC,INSIGNIA 953 188 189N,Seattle,WA,98104,Public,,2,,,,,
ELEC,WOODIN CREEK WOODIN CREEK 1,Woodinville,WA,98072,Public,,2,,,,,
ELEC,ONE88 SPACE 303-304,Bellevue,WA,98004,Public,,2,,,,,
ELEC,ES - SWM R & T CENTER 01,Tacoma,WA,98409,Public,,2,,,,,
ELEC,CITY OF TACOMA TAC CC 2,Tacoma,WA,98402,Public,,2,,,,,
ELEC,ES - S&E URBAN WATERS #5,Tacoma,WA,98421,Public,,2,,,,,
ELEC,ES - S&E URBAN WATERS #3,Tacoma,WA,98421,Public,,2,,,,,
ELEC,CITY OF TACOMA TAC CC 4,Tacoma,WA,98402,Public,,2,,,,,
ELEC,ILANI 3B-1 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 1B-1 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 3B-2 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 3A-2 SINGLE,Ridgefield,WA,98642,Public,,1,,,,,
ELEC,ILANI 3A-3 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 3C-1 SINGLE,Ridgefield,WA,98642,Public,,1,,,,,
ELEC,ILANI 3C-2 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 3A-4 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 3A-1 DUAL,Ridgefield,WA,98642,Public,,2,,,,,
ELEC,ILANI 3B-3 SINGLE,Ridgefield,WA,98642,Public,,1,,,,,
ELEC,DAY 1 REDMOND 3,Redmond,WA,98052,Public,,2,,,,,
ELEC,DAY 1 REDMOND 2,Redmond,WA,98052,Public,,2,,,,,
ELEC,DAY 1 REDMOND 1,Redmond,WA,98052,Public,,2,,,,,
ELEC,DAY 1 REDMOND 7,Redmond,WA,98052,Public,,2,,,,,
ELEC,DAY 1 REDMOND 4,Redmond,WA,98052,Public,,2,,,,,
ELEC,DAY 1 REDMOND 8,Redmond,WA,98052,Public,,2,,,,,
ELEC,DAY 1 REDMOND 5,Redmond,WA,98052,Public,,2,,,,,
ELEC,SANDBERG VOLVO STATION 1,Lynnwood,WA,98037,Public,,2,,,,,
ELEC,SANDBERG VOLVO SHOP 1,Lynnwood,WA,98037,Public,,1,,,,,
ELEC,RPI PORTEMONS 2005 POPLAR 1,Issaquah,WA,98027,Public,,2,,,,,
ELEC,RPI PORTEMONS 2005 POPLAR 3,Issaquah,WA,98027,Public,,1,,,,,
ELEC,KOHLS REDMOND 1,Redmond,WA,98052,Public,,1,,,,,
ELEC,KOHLS REDMOND 2,Redmond,WA,98052,Public,,1,,,,,
ELEC,KOHLS VANCOUVER 1,Vancouver,WA,98684,Public,,1,,,,,
ELEC,KOHLS VANCOUVER 2,Vancouver,WA,98684,Public,,1,,,,,
ELEC,KOHLS 11017MARYSVILL,Marysville,WA,98271,Public,,1,,,,,
ELEC,TARGET CORP LACEY 2,Lacey,WA,98503,Public,,2,,,,,
ELEC,TARGET CORP LACEY 1,Lacey,WA,98503,Public,,2,,,,,
ELEC,FORT DENT STATION EV 2,Tukwila,WA,98188,Public,,2,,,,,
ELEC,FORT DENT STATION EV 1,Tukwila,WA,98188,Public,,2,,,,,
ELEC,Western State Hospital,Lakewood,WA,98498,Public,,4,,,,,
ELEC,188 BLAINE ATRIUM #1,Seattle,WA,98102,Public,,2,,,,,
